zip3,primary_state,primary_city,centroid_lat,centroid_lng,zip5_count,population,households,median_hh_income,demand_index
005,NY,Holtsville,40.92233,-72.63708,2,,,,
006,PR,Aguadilla,18.29387,-66.873,51,1081492,390484,20819,23.6
007,PR,Ponce,18.14978,-66.11842,56,1192025,433585,23467,26.4
008,VI,St Thomas,17.99223,-64.80702,16,,,,
009,PR,San Juan,18.40169,-66.07966,70,998865,395589,31488,23.4
010,MA,Chicopee,42.27008,-72.59006,70,463387,186460,79872,18.8
011,MA,Springfield,42.13152,-72.57372,24,171167,64286,57298,9.1
012,MA,Pittsfield,42.33522,-73.22504,37,128068,55791,72306,10.4
013,MA,Greenfield,42.5884,-72.60613,32,83290,35879,69867,9.0
014,MA,Groton,42.49639,-71.71337,26,223045,86906,95941,15.9
015,MA,Westborough,42.25151,-71.89784,54,398469,152962,111294,22.0
016,MA,Worcester,42.29691,-71.85198,18,211697,81427,65073,11.1
017,MA,Framingham,42.4052,-71.47533,31,409901,156560,137851,26.2
018,MA,Woburn,42.55164,-71.27041,49,774491,286137,111555,30.3
019,MA,Lynn,42.61524,-70.89571,38,508867,201639,105717,23.6
020,MA,Dedham,42.11623,-71.02517,39,425765,159838,140727,26.9
021,MA,Boston,42.33584,-71.05972,70,1402965,573775,97908,42.0
022,MA,Boston,42.3499,-71.02256,27,30228,12059,85941,10.2
023,MA,Brockton,42.00405,-70.85144,45,474202,174117,103079,22.5
024,MA,Waltham,42.36755,-71.24946,36,435867,168070,161130,30.2
025,MA,Buzzards Bay,41.59507,-70.51744,30,127661,51302,98870,14.3
026,MA,Centerville,41.78675,-70.13279,41,159706,70553,90524,13.7
027,MA,New Bedford,41.75335,-71.07243,44,555045,223214,82984,21.3
028,RI,Warwick,41.66239,-71.53261,70,696811,279710,90260,25.4
029,RI,Providence,41.82251,-71.43375,21,397467,152529,71807,16.2
030,NH,Nashua,42.90753,-71.49354,38,402330,153859,111787,22.2
031,NH,Manchester,42.96522,-71.52662,11,157455,62522,87725,13.3
032,NH,Tilton,43.53333,-71.64166,65,196408,77933,85942,13.9
033,NH,Concord,43.24721,-71.56455,6,63977,25307,88172,11.3
034,NH,Keene,42.90834,-72.18816,28,84357,33753,80749,10.7
035,NH,Littleton,44.5455,-71.47701,20,44646,19309,58818,6.6
036,NH,Acworth,43.16675,-72.3015,8,12965,4888,64876,6.8
037,NH,Lebanon,43.6944,-72.12117,29,78969,29354,92026,12.2
038,NH,Portsmouth,43.36125,-71.07538,76,338571,138226,97608,18.7
039,ME,Berwick,43.22894,-70.7073,11,52456,22136,93296,11.8
040,ME,Freeport,43.83894,-70.53875,80,364615,150344,84140,17.3
041,ME,Portland,43.93593,-70.34666,15,118863,53511,89495,12.7
042,ME,Auburn,44.32926,-70.37461,62,180579,73454,65443,10.5
043,ME,Augusta,44.31273,-69.75781,26,84067,36379,66860,8.6
044,ME,Bangor,45.15766,-68.75502,70,175837,73657,61729,9.9
045,ME,Bath,43.94223,-69.56904,34,49563,22543,73909,8.9
046,ME,Ellsworth,44.68126,-68.04072,67,73946,32802,60552,7.5
047,ME,Limestone,46.57706,-68.47942,48,67325,29232,51945,6.0
048,ME,Rockland,44.13315,-69.10515,22,40910,17887,74104,8.7
049,ME,Waterville,44.77502,-69.62913,70,158720,68192,56519,8.7
050,VT,White River Junction,43.83288,-72.4085,54,62362,26853,77563,9.7
051,VT,Bellows Falls,43.26481,-72.64462,18,29989,12592,71917,8.2
052,VT,Bennington,43.03876,-73.14645,11,33438,12955,72404,8.3
053,VT,Brattleboro,42.9525,-72.75575,25,39086,16390,63875,7.2
054,VT,Burlington,44.59817,-73.0263,59,248786,100834,86956,15.2
055,MA,Andover,42.64719,-71.1842,2,,,,
056,VT,Montpelier,44.31535,-72.6032,43,86703,36792,76382,10.1
057,VT,Rutland,43.6262,-73.02628,45,82056,33476,66874,8.6
058,VT,Saint Johnsbury,44.66982,-72.1258,46,58037,24470,63243,7.5
059,VT,Averill,44.7511,-71.70202,7,3359,1496,58939,5.7
060,CT,New Britain,41.85368,-72.79653,76,678317,271188,99599,26.4
061,CT,Hartford,41.7805,-72.70533,51,293905,118391,77845,14.8
062,CT,Storrs Mansfield,41.83162,-72.08481,41,166144,61739,84587,13.0
063,CT,Groton,41.50069,-72.04295,41,263058,107711,84634,15.1
064,CT,Wallingford,41.41723,-72.81076,70,715085,286814,107229,28.3
065,CT,New Haven,41.35162,-72.92456,33,293948,112077,74003,14.2
066,CT,Bridgeport,41.23301,-73.23761,15,245458,90877,81443,14.3
067,CT,Waterbury,41.59759,-73.13648,49,333439,132623,81822,16.3
068,CT,Norwalk,41.22303,-73.42977,42,486707,174926,153192,30.1
069,CT,Stamford,41.18363,-73.45689,19,135309,53480,105263,15.4
070,NJ,Clifton,40.75924,-74.22953,88,1807208,674146,108667,52.4
071,NJ,Newark,40.76801,-74.21699,26,435339,160283,55561,14.6
072,NJ,Elizabeth,40.66594,-74.23461,8,194391,66059,67585,11.1
073,NJ,Jersey City,40.72902,-74.06649,11,287899,119278,96329,17.4
074,NJ,Mahwah,41.04179,-74.29412,43,465989,171071,140914,27.8
075,NJ,Paterson,40.95758,-74.2237,20,211926,69108,65842,11.3
076,NJ,Hackensack,40.93819,-74.02251,41,512499,183896,127665,26.9
077,NJ,Allenhurst,40.32159,-74.12718,50,614475,237445,122530,28.4
078,NJ,Dover,40.94047,-74.75777,56,365239,137693,120504,22.6
079,NJ,Morristown,40.74588,-74.52898,36,268067,98684,168791,27.6
080,NJ,Cherry Hill,39.81624,-74.97563,91,1204932,461481,99784,37.9
081,NJ,Camden,39.88473,-75.04041,10,154847,57032,62781,9.6
082,NJ,Absecon,39.26464,-74.70919,37,253199,101676,84118,14.8
083,NJ,Vineland,39.42976,-75.02825,38,238846,84237,73405,13.0
084,NJ,Atlantic City,39.44771,-74.61732,6,54049,23900,50282,5.5
085,NJ,Princeton,40.28245,-74.65346,38,327601,119217,141449,24.9
086,NJ,Trenton,40.23802,-74.70465,30,280148,100713,82896,15.2
087,NJ,Toms River,39.96554,-74.17391,28,506787,187845,82553,20.2
088,NJ,Edison,40.53602,-74.62038,70,950719,346401,116499,34.8
089,NJ,New Brunswick,40.45182,-74.43102,10,114903,37997,81811,11.5
100,NY,New York,40.76892,-73.97672,62,1560632,731448,104234,46.4
101,NY,New York,40.76882,-73.97738,69,58218,30224,136419,18.3
102,NY,New York,40.76308,-73.98633,31,15454,7003,224908,30.3
103,NY,Staten Island,40.5844,-74.14788,14,492925,170000,96725,21.9
104,NY,Bronx,40.84743,-73.87593,26,1450346,529313,49450,35.9
105,NY,Mount Vernon,41.18687,-73.76944,73,670605,241111,144214,32.8
106,NY,White Plains,41.07615,-73.75423,12,85224,32911,119412,16.4
107,NY,Yonkers,40.96847,-73.83843,10,240952,93037,88950,15.3
108,NY,New Rochelle,40.94781,-73.79411,5,90779,33114,124690,17.3
109,NY,Middletown,41.27357,-74.18171,66,586957,182304,103095,24.9
110,NY,Great Neck,40.74356,-73.62795,28,262965,85162,139665,23.2
111,NY,Astoria,40.73249,-73.90885,8,209273,93852,96469,15.7
112,NY,Brooklyn,40.65298,-73.95216,52,2679609,997955,78610,67.1
113,NY,Flushing,40.73564,-73.83818,32,1192645,422963,80073,34.8
114,NY,Jamaica,40.68483,-73.80761,31,805188,246687,87314,27.4
115,NY,Garden City,40.70406,-73.62545,56,748469,244217,134438,33.1
116,NY,Far Rockaway,40.60442,-73.83721,7,134241,44616,69131,10.0
117,NY,Farmingdale,40.81233,-73.14224,87,1575472,517192,134320,51.1
118,NY,Hicksville,40.77151,-73.5053,10,76708,24549,156500,21.6
119,NY,Southampton,40.92233,-72.63708,45,273915,103061,107368,18.7
120,NY,Alcove,42.67613,-73.94846,71,339478,135963,90028,17.6
121,NY,Troy,42.68995,-73.92839,75,281632,118343,82208,15.2
122,NY,Albany,42.63179,-73.92733,51,155579,66000,74076,11.2
123,NY,Schenectady,42.8209,-73.97553,11,169715,67828,81343,12.6
124,NY,Kingston,42.07229,-74.21691,83,152326,63959,71454,10.8
125,NY,Newburgh,41.76726,-73.8671,75,450212,168260,95995,20.9
126,NY,Poughkeepsie,41.72659,-73.81142,4,87816,33835,79869,10.6
127,NY,Monticello,41.68979,-74.75762,62,99707,38008,67174,9.0
128,NY,Newcomb,43.52041,-73.71454,67,229094,96906,80554,13.8
129,NY,Keeseville,44.54739,-73.94112,74,155207,63527,66381,10.1
130,NY,Auburn,42.99029,-76.18412,56,384608,157642,79500,17.0
131,NY,Mc Graw,43.05453,-76.25137,55,174342,69506,74706,11.7
132,NY,Syracuse,43.04373,-76.1644,29,229384,92688,57143,10.4
133,NY,Alder Creek,43.16447,-75.2316,55,136549,54030,68387,10.0
134,NY,Rome,43.11542,-75.27754,68,179001,71787,71781,11.4
135,NY,Utica,43.13197,-75.30464,6,74114,28404,51964,6.2
136,NY,Watertown,44.2659,-75.5352,89,233912,90350,62112,11.2
137,NY,Endicott,42.25981,-75.52396,47,130237,56216,62691,9.0
138,NY,Vestal,42.32508,-75.54231,46,137819,55292,65173,9.5
139,NY,Binghamton,42.13176,-75.8823,5,82039,31786,53043,6.5
140,NY,Batavia,42.8047,-78.62191,66,448390,186454,81014,18.7
141,NY,Tonawanda,42.82442,-78.71573,41,197542,83516,77828,12.7
142,NY,Buffalo,42.8599,-78.84349,44,587724,253651,61400,18.8
143,NY,Niagara Falls,43.14413,-78.96972,5,63703,28896,50709,5.8
144,NY,Adams Basin,42.97845,-77.62232,53,303211,122599,79394,15.2
145,NY,Macedon,42.95104,-77.48869,63,328353,133252,88961,17.2
146,NY,Rochester,43.21748,-77.64531,46,478986,202469,63733,16.8
147,NY,Jamestown,42.21457,-78.88237,71,170575,69714,55755,8.9
148,NY,Ithaca,42.31325,-77.10946,82,277361,114262,65436,12.6
149,NY,Elmira,42.10873,-76.796,6,45133,18642,53861,5.8
150,PA,Warrendale,40.42724,-80.08312,77,451413,192371,77152,18.1
151,PA,Mc Keesport,40.41758,-80.03373,32,368291,160938,76176,16.2
152,PA,Pittsburgh,40.42308,-80.03074,77,693165,310275,74531,23.0
153,PA,Washington,40.03407,-80.13692,58,187628,76368,83430,13.3
154,PA,Uniontown,39.96681,-79.7276,73,135649,57203,56692,8.2
155,PA,Somerset,39.98044,-78.89098,40,85053,33862,57948,7.3
156,PA,Greensburg,40.35363,-79.51895,78,302346,129528,73490,14.4
157,PA,Indiana,40.75517,-78.9994,66,105231,41475,56902,7.6
158,PA,Du Bois,41.25849,-78.69308,31,88011,37142,60021,7.7
159,PA,Johnstown,40.36205,-78.8411,46,136069,57270,57991,8.4
160,PA,Boyers,40.943,-79.86527,42,205881,83669,85250,14.0
161,PA,New Castle,41.14731,-80.3332,45,210647,87727,59811,10.3
162,PA,Kittanning,40.99424,-79.41634,46,84330,32972,60812,7.7
163,PA,Warren,41.55698,-79.55187,49,139108,58306,58286,8.5
164,PA,Albion,41.91012,-80.05479,35,124171,47949,69025,9.8
165,PA,Erie,42.14926,-80.07292,30,181079,74463,57405,9.3
166,PA,Altoona,40.49587,-78.34275,75,199302,78497,61209,10.3
167,PA,Bradford,41.80999,-78.51537,24,45178,17882,57925,6.4
168,PA,State College,40.94457,-78.036,59,200048,75075,67647,11.3
169,PA,Genesee,41.81984,-77.24477,34,63538,25271,59759,7.1
170,PA,Camp Hill,40.39732,-77.03424,94,654454,259691,78192,22.7
171,PA,Harrisburg,40.28278,-76.85784,26,182004,75132,72042,11.5
172,PA,Chambersburg,40.01241,-77.78095,52,210760,83780,72258,12.2
173,PA,Hanover,39.90712,-76.86531,58,349037,136263,82896,16.8
174,PA,York,39.96539,-76.65045,8,184917,71451,71968,11.6
175,PA,Ronks,40.05368,-76.24352,61,346010,128654,82031,16.6
176,PA,Lancaster,40.03767,-76.30655,9,174556,68093,80776,12.6
177,PA,Williamsport,41.29534,-77.08911,50,165252,65905,62709,9.8
178,PA,Beaver Springs,40.89799,-76.7839,63,232034,89128,62345,11.2
179,PA,Frackville,40.7078,-76.28447,49,120819,47823,63982,9.0
180,PA,Bethlehem,40.63563,-75.45412,70,567511,218144,86462,22.1
181,PA,Allentown,40.61938,-75.52264,9,176420,65572,63199,10.1
182,PA,Hazleton,40.93594,-75.94179,39,143699,56944,61226,9.1
183,PA,East Stroudsburg,41.10059,-75.24308,40,178228,65594,82087,12.9
184,PA,Olyphant,41.53704,-75.39975,58,199709,78787,70899,11.7
185,PA,Scranton,41.40492,-75.66412,18,119408,48565,55287,7.7
186,PA,Pittston,41.28951,-76.0307,41,169053,70210,66550,10.4
187,PA,Wilkes Barre,41.25605,-75.88702,22,137176,56384,62586,9.1
188,PA,Montrose,41.81471,-76.10139,38,73056,29964,63201,7.8
189,PA,Warminster,40.33059,-75.1508,60,379072,145317,122987,23.3
190,PA,Levittown,40.02005,-75.22271,85,1161073,438488,103685,37.6
191,PA,Philadelphia,39.99814,-75.13662,78,1593611,659184,58805,40.4
192,PA,Philadelphia,40.00181,-75.11787,2,,,,
193,PA,West Chester,39.9469,-75.72026,54,461176,170611,122718,25.1
194,PA,Valley Forge,40.16456,-75.46029,66,554270,217044,109663,25.2
195,PA,Adamstown,40.4149,-75.89046,46,222937,84843,90641,15.1
196,PA,Reading,40.35423,-75.94343,13,226828,83913,68795,12.0
197,DE,Newark,39.60993,-75.62677,27,347282,127675,95048,18.5
198,DE,Wilmington,39.642,-75.59057,27,218967,91983,80500,13.6
199,DE,Dover,38.86665,-75.42861,44,427835,169562,72592,17.0
200,DC,Washington,38.90014,-77.01869,75,669838,315756,105644,27.1
201,VA,Manassas,38.92542,-77.59521,82,1012944,340564,153088,41.6
202,DC,Washington,38.8935,-77.01764,52,,,,
203,DC,Washington,38.88741,-77.01409,33,695,29,,0.0
204,DC,Washington,38.8949,-77.02116,49,54,0,,0.0
205,DC,Washington,38.89539,-77.02318,69,,,,
206,MD,Waldorf,38.39953,-76.72548,68,372543,132775,121941,23.0
207,MD,Laurel,38.89855,-76.82596,79,1066185,378371,103462,35.5
208,MD,Bethesda,39.12847,-77.17796,57,735579,266766,147998,34.8
209,MD,Silver Spring,39.07811,-77.09848,17,332277,122211,99765,18.9
210,MD,Ellicott City,39.35254,-76.58628,60,797528,302656,121350,32.2
211,MD,Pasadena,39.37323,-76.64924,34,495215,183628,118852,25.2
212,MD,Baltimore,39.30682,-76.61099,66,1191108,480621,71532,33.5
214,MD,Annapolis,38.99107,-76.56265,7,96378,40053,117368,16.3
215,MD,Cumberland,39.5838,-78.9512,30,96473,39615,58107,7.6
216,MD,Ridgely,38.85966,-76.02925,71,171371,68481,81199,12.6
217,MD,Hagerstown,39.49632,-77.49348,69,520086,191114,110019,24.5
218,MD,Salisbury,38.27048,-75.61672,44,182639,72275,69449,11.1
219,MD,Elkton,39.54151,-75.95544,17,103876,39338,88018,12.1
220,VA,Fairfax,38.83729,-77.29235,33,513816,179193,141560,29.0
221,VA,Springfield,38.80657,-77.28859,39,489073,165561,144126,28.8
222,VA,Arlington,38.87505,-77.10008,33,236457,111279,147634,23.8
223,VA,Alexandria,38.79834,-77.10228,22,348087,146825,121353,22.4
224,VA,Fredericksburg,38.12662,-77.08731,37,247826,91223,99907,17.0
225,VA,Stafford,38.03228,-76.98265,43,210965,72002,111134,17.9
226,VA,Winchester,39.03985,-78.22516,34,204354,76610,83950,13.7
227,VA,Culpeper,38.47985,-78.0675,38,87221,30447,94351,12.7
228,VA,Harrisonburg,38.55645,-78.81252,31,174611,63871,64156,10.2
229,VA,Charlottesville,38.04483,-78.57849,51,276087,109360,84008,15.3
230,VA,Glen Allen,37.57595,-77.11215,59,243696,93829,94502,16.2
231,VA,Williamsburg,37.54114,-77.04062,63,415572,155218,107629,21.8
232,VA,Richmond,37.53661,-77.48745,54,586221,245998,72516,20.4
233,VA,Chesapeake,37.36737,-75.95201,38,284108,105650,93926,17.0
234,VA,Virginia Beach,37.23876,-76.01007,63,599352,234501,88132,23.0
235,VA,Norfolk,36.9074,-76.24954,25,236973,93797,61659,11.2
236,VA,Hampton,37.10525,-76.4341,32,391304,158150,71004,15.9
237,VA,Portsmouth,36.84383,-76.35078,8,97384,38962,57685,7.5
238,VA,Petersburg,36.96347,-77.4281,59,357974,132034,75248,15.8
239,VA,Farmville,37.02467,-78.42317,38,101578,38361,56852,7.5
240,VA,Roanoke,37.19914,-80.05243,80,364221,145390,62612,14.1
241,VA,Martinsville,37.08476,-80.13639,53,225107,91137,62993,11.1
242,VA,Bristol,36.86658,-82.46271,51,180626,72940,48822,8.1
243,VA,Pulaski,36.83714,-81.13955,42,147160,61134,51906,7.8
244,VA,Staunton,38.07395,-79.36187,48,146690,58837,64578,9.6
245,VA,Lynchburg,37.14246,-79.13949,67,383535,152973,58794,14.0
246,VA,Amonate,37.20542,-81.80414,34,61927,24060,45374,5.0
247,WV,Bluefield,37.43345,-81.21905,19,57348,23658,46132,5.0
248,WV,Welch,37.45588,-81.61412,72,34343,12288,40656,3.7
249,WV,Lewisburg,37.86592,-80.43179,43,48354,20095,50854,5.5
250,WV,Alloy,38.2041,-81.48118,57,58155,23749,54740,6.3
251,WV,Handley,38.2196,-81.48597,56,71826,27932,56240,6.8
252,WV,Tad,38.63875,-81.55535,46,56205,21615,54850,6.2
253,WV,Charleston,38.32187,-81.57935,47,110541,48598,57820,7.9
254,WV,Martinsburg,39.38551,-78.06337,27,201692,77855,78952,13.0
255,WV,Alkol,38.2877,-82.16563,44,137990,53744,63377,9.3
256,WV,Logan,37.79136,-82.05266,54,46417,17651,41067,4.0
257,WV,Huntington,38.40595,-82.30041,40,70854,29838,46660,5.3
258,WV,Beckley,37.79471,-81.23364,51,80861,31899,53367,6.6
259,WV,Oak Hill,37.79618,-81.03474,49,45506,18574,48529,5.1
260,WV,Wheeling,40.18781,-80.61773,24,124270,52255,56375,7.9
261,WV,Parkersburg,39.23769,-81.27752,41,126196,51932,55330,7.8
262,WV,Buckhannon,38.76873,-80.03866,54,81497,31137,48403,5.8
263,WV,Clarksburg,39.20008,-80.53299,38,84223,32976,59006,7.5
264,WV,Meadowbrook,39.25793,-80.42603,32,55087,20312,51295,5.7
265,WV,Morgantown,39.55338,-80.09436,52,186913,76283,62223,10.2
266,WV,Sutton,38.50912,-80.8058,35,29823,11154,54706,5.6
267,WV,Augusta,39.32882,-78.97632,24,53610,20383,62064,7.2
268,WV,Baker,38.97978,-78.97497,25,30898,11982,53704,5.5
270,NC,Rural Hall,36.24108,-80.3941,40,294943,118263,65845,13.1
271,NC,Winston Salem,36.04492,-80.23351,27,273233,108636,56157,11.2
272,NC,High Point,35.88947,-79.68583,55,621923,245121,62640,19.7
273,NC,Reidsville,35.94761,-79.64552,44,405030,156540,68641,15.9
274,NC,Greensboro,36.08296,-79.93868,28,333888,134836,60782,13.2
275,NC,Cary,35.888,-78.55805,76,1303568,482900,90831,38.8
276,NC,Raleigh,35.80801,-78.63118,44,557120,223473,87404,22.0
277,NC,Durham,36.02207,-78.87887,16,307921,127796,74429,14.6
278,NC,Greenville,35.91312,-77.43917,94,523624,215129,51325,15.9
279,NC,Elizabeth City,36.12419,-76.20835,61,196371,79450,65479,10.9
280,NC,Gastonia,35.36274,-81.02718,58,780171,291447,77479,25.4
281,NC,Salisbury,35.29882,-80.77348,50,656664,241553,81987,23.3
282,NC,Charlotte,35.24006,-80.81521,78,953893,384119,81325,29.7
283,NC,Fayetteville,34.99131,-78.99544,86,839969,315046,54645,23.3
284,NC,Wilmington,34.30826,-78.18559,64,532568,224606,67856,18.6
285,NC,New Bern,35.02071,-77.1229,71,506005,195590,59891,16.8
286,NC,Hickory,36.06364,-81.37086,91,636176,254993,55933,19.1
287,NC,Hendersonville,35.4376,-82.69698,86,569765,233184,61411,18.4
288,NC,Asheville,35.60335,-82.55529,11,137328,54900,63732,9.3
289,NC,Andrews,35.09358,-83.91568,7,40054,17650,52282,5.5
290,SC,Lexington,33.95958,-80.8233,52,473620,180792,72265,17.9
291,SC,Orangeburg,33.89945,-80.89304,55,352234,140648,50896,12.1
292,SC,Columbia,34.01512,-80.98772,34,342092,136374,55996,12.6
293,SC,Spartanburg,34.86581,-81.90786,56,430946,165786,59304,15.1
294,SC,Charleston,32.9658,-80.08982,72,868134,344013,77933,27.4
295,SC,Myrtle Beach,34.06264,-79.40849,68,708974,278818,54472,20.4
296,SC,Greenville,34.68992,-82.56722,89,1073944,425313,65759,30.1
297,SC,Rock Hill,34.87223,-80.95342,31,427464,165825,78070,17.8
298,SC,Aiken,33.51714,-81.73416,44,225728,89382,61121,10.9
299,SC,Beaufort,32.54121,-80.90557,37,239614,96134,76272,13.4
300,GA,Marietta,33.87551,-84.29103,89,2513918,884184,94127,65.7
301,GA,Rome,34.0256,-84.86885,75,1335832,475820,83726,38.5
302,GA,Newnan,33.32492,-84.48354,66,1139873,405080,74088,32.7
303,GA,Atlanta,33.8246,-84.40635,83,1029695,459778,82990,31.6
304,GA,Statesboro,32.41306,-82.11836,49,229420,81642,49748,9.3
305,GA,Gainesville,34.51723,-83.71583,70,728483,256996,75761,24.0
306,GA,Athens,33.88992,-83.27081,52,428410,161823,66668,16.1
307,GA,Dalton,34.74235,-85.07857,36,373389,136575,60071,13.9
308,GA,Appling,33.33786,-82.34637,25,224371,73295,79011,13.5
309,GA,Augusta,33.41149,-82.08177,16,203069,74339,55353,9.5
310,GA,Warner Robins,32.57984,-83.44718,92,545907,196542,60874,17.8
311,GA,Atlanta,33.85424,-84.38995,19,,,,
312,GA,Macon,32.81591,-83.6725,23,165666,63323,53034,8.4
313,GA,Hinesville,31.90793,-81.41115,27,242108,87154,74254,13.1
314,GA,Savannah,32.00779,-81.09621,22,261471,103034,62817,11.9
315,GA,Brunswick,31.35862,-82.13831,51,344250,127178,55465,12.6
316,GA,Valdosta,30.98049,-83.19141,34,199455,73044,51339,8.8
317,GA,Albany,31.41765,-84.13417,93,363292,138237,51230,12.4
318,GA,Box Springs,32.53397,-84.7087,27,88359,32734,73986,9.7
319,GA,Columbus,32.48941,-84.92221,17,198862,76248,54158,9.2
